"formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"C34H67O6N1","[M-H]-","aliphatic","aliphatic+N",-0.0667,-1.5294,1.97,0.18,-5,2,-0.1471
"C36H71O2N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.7778,1.97,0.06,-1,2,-0.0278
"C33H46O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2281,-0.8485,1.39,0.27,2,11,0.0606
"C31H50O8","[M+Cl]-","aliphatic","aliphatic",0.1111,-1.0968,1.61,0.26,-1,7,-0.0323
"C34H50O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2,-1,1.47,0.24,2,10,0.0588
"C31H54O10","[M-H]-","aliphatic","aliphatic",0,-1.0968,1.74,0.32,-5,5,-0.1613
"C35H54O7","[M-H]-","aliphatic","aliphatic",0.1746,-1.1429,1.54,0.2,2,9,0.0571
"C33H58O6","[M+Cl]-","aliphatic","aliphatic",0.0667,-1.3939,1.76,0.18,-1,5,-0.0303
"C32H58O9","[M-H]-","aliphatic","aliphatic",-0.0182,-1.25,1.81,0.28,-5,4,-0.1562
"C36H58O6","[M-H]-","aliphatic","aliphatic",0.1515,-1.2778,1.61,0.17,2,8,0.0556
"C34H62O5","[M+Cl]-","aliphatic","aliphatic",0.0476,-1.5294,1.82,0.15,-1,4,-0.0294
"C33H62O8","[M-H]-","aliphatic","aliphatic",-0.0345,-1.3939,1.88,0.24,-5,3,-0.1515
"C37H62O5","[M-H]-","aliphatic","aliphatic",0.1304,-1.4054,1.68,0.14,2,7,0.0541
"C35H66O4","[M+Cl]-","aliphatic","aliphatic",0.0303,-1.6571,1.89,0.11,-1,3,-0.0286
"C34H66O7","[M-H]-","aliphatic","aliphatic",-0.0492,-1.5294,1.94,0.21,-5,2,-0.1471
"C35H70O4S1","[M-H]-","aliphatic","lipid",-0.0625,-1.7143,2,0.11,-4,1,-0.1143
"C35H70O6","[M-H]-","aliphatic","lipid",-0.0625,-1.6571,2,0.17,-5,1,-0.1429
"C34H65O4N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.5882,1.91,0.12,-2,3,-0.0588
"C33H65O7N1","[M-H]-","aliphatic","aliphatic+N",-0.0877,-1.4545,1.97,0.21,-6,2,-0.1818
"C35H69O3N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0154,-1.7143,1.97,0.09,-2,2,-0.0571
"C36H73O2N1","[M+Cl]-","aliphatic","lipid",-0.0294,-1.8333,2.03,0.06,-2,1,-0.0556
"C34H52O8","[M-H]-","aliphatic","aliphatic",0.1667,-1.0588,1.53,0.24,1,9,0.0294
"C35H56O7","[M-H]-","aliphatic","aliphatic",0.1429,-1.2,1.6,0.2,1,8,0.0286
"C33H60O6","[M+Cl]-","aliphatic","aliphatic",0.0333,-1.4545,1.82,0.18,-2,4,-0.0606
"C32H60O9","[M-H]-","aliphatic","aliphatic",-0.0545,-1.3125,1.88,0.28,-6,3,-0.1875
"C36H60O6","[M-H]-","aliphatic","aliphatic",0.1212,-1.3333,1.67,0.17,1,7,0.0278
"C33H64O6S1","[M-H]-","aliphatic","aliphatic",-0.069,-1.5152,1.94,0.18,-5,2,-0.1515
"C34H64O5","[M+Cl]-","aliphatic","aliphatic",0.0159,-1.5882,1.88,0.15,-2,3,-0.0588
"C34H68O5S1","[M-H]-","aliphatic","lipid",-0.082,-1.6471,2,0.15,-5,1,-0.1471
"C35H68O4","[M+Cl]-","aliphatic","aliphatic",0,-1.7143,1.94,0.11,-2,2,-0.0571
"C34H68O7","[M-H]-","aliphatic","lipid",-0.082,-1.5882,2,0.21,-6,1,-0.1765
"C35H72O4S1","[M-H]-","aliphatic","lipid",-0.0938,-1.7714,2.06,0.11,-5,0,-0.1429
"C34H67O4N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0323,-1.6471,1.97,0.12,-3,2,-0.0882
"C35H71O3N1","[M+Cl]-","aliphatic","lipid",-0.0462,-1.7714,2.03,0.09,-3,1,-0.0857
"C33H50O9","[M-H]-","aliphatic","aliphatic",0.1579,-0.9697,1.52,0.27,0,9,0
"C34H54O8","[M-H]-","aliphatic","aliphatic",0.1333,-1.1176,1.59,0.24,0,8,0
"C35H58O7","[M-H]-","aliphatic","aliphatic",0.1111,-1.2571,1.66,0.2,0,7,0
"C32H62O7S1","[M-H]-","aliphatic","aliphatic",-0.0909,-1.4375,1.94,0.22,-6,2,-0.1875
"C33H62O6","[M+Cl]-","aliphatic","aliphatic",0,-1.5152,1.88,0.18,-3,3,-0.0909
"C33H66O6S1","[M-H]-","aliphatic","lipid",-0.1034,-1.5758,2,0.18,-6,1,-0.1818
"C34H66O5","[M+Cl]-","aliphatic","aliphatic",-0.0159,-1.6471,1.94,0.15,-3,2,-0.0882
"C34H70O5S1","[M-H]-","aliphatic","lipid",-0.1148,-1.7059,2.06,0.15,-6,0,-0.1765
"C35H70O4","[M+Cl]-","aliphatic","lipid",-0.0303,-1.7714,2,0.11,-3,1,-0.0857
"C38H70O4","[M-H]-","aliphatic","aliphatic",0.0556,-1.6316,1.84,0.11,0,4,0
"C39H74O3","[M-H]-","aliphatic","aliphatic",0.04,-1.7436,1.9,0.08,0,3,0
"C33H65O5N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0508,-1.5758,1.97,0.15,-4,2,-0.1212
"C34H69O4N1","[M+Cl]-","aliphatic","lipid",-0.0645,-1.7059,2.03,0.12,-4,1,-0.1176
"C33H52O9","[M-H]-","aliphatic","aliphatic",0.1228,-1.0303,1.58,0.27,-1,8,-0.0303
"C35H56O5","[M+Cl]-","aliphatic","aliphatic",0.1692,-1.3143,1.6,0.14,3,8,0.0857
"C34H56O8","[M-H]-","aliphatic","aliphatic",0.1,-1.1765,1.65,0.24,-1,7,-0.0294
"C32H60O7","[M+Cl]-","aliphatic","aliphatic",-0.0175,-1.4375,1.88,0.22,-4,3,-0.125
"C36H60O4","[M+Cl]-","aliphatic","aliphatic",0.1471,-1.4444,1.67,0.11,3,7,0.0833
"C32H64O7S1","[M-H]-","aliphatic","lipid",-0.1273,-1.5,2,0.22,-7,1,-0.2188
"C33H64O6","[M+Cl]-","aliphatic","aliphatic",-0.0333,-1.5758,1.94,0.18,-4,2,-0.1212
"C36H64O6","[M-H]-","aliphatic","aliphatic",0.0606,-1.4444,1.78,0.17,-1,5,-0.0278
"C33H68O6S1","[M-H]-","aliphatic","lipid",-0.1379,-1.6364,2.06,0.18,-7,0,-0.2121
"C34H68O5","[M+Cl]-","aliphatic","lipid",-0.0476,-1.7059,2,0.15,-4,1,-0.1176
"C37H68O5","[M-H]-","aliphatic","aliphatic",0.0435,-1.5676,1.84,0.14,-1,4,-0.027
"C38H72O4","[M-H]-","aliphatic","aliphatic",0.0278,-1.6842,1.89,0.11,-1,3,-0.0263
"C32H63O6N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0714,-1.5,1.97,0.19,-5,2,-0.1562
"C31H63O9N1","[M-H]-","aliphatic","lipid",-0.1765,-1.3548,2.03,0.29,-9,1,-0.2903
"C35H63O6N1","[M-H]-","aliphatic","aliphatic+N",0.0323,-1.3714,1.8,0.17,-2,5,-0.0571
"C33H67O5N1","[M+Cl]-","aliphatic","lipid",-0.0847,-1.6364,2.03,0.15,-5,1,-0.1515
"C36H67O5N1","[M-H]-","aliphatic","aliphatic+N",0.0154,-1.5,1.86,0.14,-2,4,-0.0556
"C37H71O4N1","[M-H]-","aliphatic","aliphatic+N",0,-1.6216,1.92,0.11,-2,3,-0.0541
"C38H75O3N1","[M-H]-","aliphatic","aliphatic+N",-0.0141,-1.7368,1.97,0.08,-2,2,-0.0526
"C34H54O6","[M+Cl]-","aliphatic","aliphatic",0.1613,-1.2353,1.59,0.18,2,8,0.0588
"C33H54O9","[M-H]-","aliphatic","aliphatic",0.0877,-1.0909,1.64,0.27,-2,7,-0.0606
"C31H58O8","[M+Cl]-","aliphatic","aliphatic",-0.037,-1.3548,1.87,0.26,-5,3,-0.1613
"C35H58O5","[M+Cl]-","aliphatic","aliphatic",0.1385,-1.3714,1.66,0.14,2,7,0.0571
"C34H58O8","[M-H]-","aliphatic","aliphatic",0.0667,-1.2353,1.71,0.24,-2,6,-0.0588
"C32H62O7","[M+Cl]-","aliphatic","aliphatic",-0.0526,-1.5,1.94,0.22,-5,2,-0.1562
"C35H62O7","[M-H]-","aliphatic","aliphatic",0.0476,-1.3714,1.77,0.2,-2,5,-0.0571
"C36H66O6","[M-H]-","aliphatic","aliphatic",0.0303,-1.5,1.83,0.17,-2,4,-0.0556
"C37H70O5","[M-H]-","aliphatic","aliphatic",0.0145,-1.6216,1.89,0.14,-2,3,-0.0541
"C38H74O4","[M-H]-","aliphatic","aliphatic",0,-1.7368,1.95,0.11,-2,2,-0.0526
"C39H78O3","[M-H]-","aliphatic","lipid",-0.0133,-1.8462,2,0.08,-2,1,-0.0513
"C31H61O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0943,-1.4194,1.97,0.23,-6,2,-0.1935
"C34H61O7N1","[M-H]-","aliphatic","aliphatic+N",0.0169,-1.2941,1.79,0.21,-3,5,-0.0882
"C32H65O6N1","[M+Cl]-","aliphatic","lipid",-0.1071,-1.5625,2.03,0.19,-6,1,-0.1875
"C36H69O5N1","[M-H]-","aliphatic","aliphatic+N",-0.0154,-1.5556,1.92,0.14,-3,3,-0.0833
"C37H73O4N1","[M-H]-","aliphatic","aliphatic+N",-0.0294,-1.6757,1.97,0.11,-3,2,-0.0811
"C32H48O8","[M+Cl]-","aliphatic","aliphatic",0.1786,-1,1.5,0.25,1,9,0.0312
"C36H52O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2308,-1.0556,1.44,0.19,4,11,0.1111
"C34H56O6","[M+Cl]-","aliphatic","aliphatic",0.129,-1.2941,1.65,0.18,1,7,0.0294
"C33H56O9","[M-H]-","aliphatic","aliphatic",0.0526,-1.1515,1.7,0.27,-3,6,-0.0909
"C35H60O5","[M+Cl]-","aliphatic","aliphatic",0.1077,-1.4286,1.71,0.14,1,6,0.0286
"C34H60O8","[M-H]-","aliphatic","aliphatic",0.0333,-1.2941,1.76,0.24,-3,5,-0.0882
"C31H64O8S1","[M-H]-","aliphatic","lipid",-0.1923,-1.4839,2.06,0.26,-9,0,-0.2903
"C38H60O5","[M-H]-","aliphatic","aliphatic",0.1831,-1.3158,1.58,0.13,4,9,0.1053
"C36H64O4","[M+Cl]-","aliphatic","aliphatic",0.0882,-1.5556,1.78,0.11,1,5,0.0278
"C35H64O7","[M-H]-","aliphatic","aliphatic",0.0159,-1.4286,1.83,0.2,-3,4,-0.0857
"C39H64O4","[M-H]-","aliphatic","aliphatic",0.1622,-1.4359,1.64,0.1,4,8,0.1026
"C36H68O6","[M-H]-","aliphatic","aliphatic",0,-1.5556,1.89,0.17,-3,3,-0.0833
"C37H72O5","[M-H]-","aliphatic","aliphatic",-0.0145,-1.6757,1.95,0.14,-3,2,-0.0811
"C38H76O4","[M-H]-","aliphatic","lipid",-0.0278,-1.7895,2,0.11,-3,1,-0.0789
"C29H59O11N1","[M-H]-","aliphatic","lipid",-0.2444,-1.1724,2.03,0.38,-11,1,-0.3793
"C35H67O6N1","[M-H]-","aliphatic","aliphatic+N",-0.0323,-1.4857,1.91,0.17,-4,3,-0.1143
"C36H71O5N1","[M-H]-","aliphatic","aliphatic+N",-0.0462,-1.6111,1.97,0.14,-4,2,-0.1111
"C33H54O7","[M+Cl]-","aliphatic","aliphatic",0.1186,-1.2121,1.64,0.21,0,7,0
"C36H54O7","[M-H]-","aliphatic","aliphatic",0.2,-1.1111,1.5,0.19,3,10,0.0833
"C34H58O6","[M+Cl]-","aliphatic","aliphatic",0.0968,-1.3529,1.71,0.18,0,6,0
"C33H58O9","[M-H]-","aliphatic","aliphatic",0.0175,-1.2121,1.76,0.27,-4,5,-0.1212
"C35H62O5","[M+Cl]-","aliphatic","aliphatic",0.0769,-1.4857,1.77,0.14,0,5,0
"C34H62O8","[M-H]-","aliphatic","aliphatic",0,-1.3529,1.82,0.24,-4,4,-0.1176
"C38H62O5","[M-H]-","aliphatic","aliphatic",0.1549,-1.3684,1.63,0.13,3,8,0.0789
"C35H66O7","[M-H]-","aliphatic","aliphatic",-0.0159,-1.4857,1.89,0.2,-4,3,-0.1143
"C39H66O4","[M-H]-","aliphatic","aliphatic",0.1351,-1.4872,1.69,0.1,3,7,0.0769
"C36H70O6","[M-H]-","aliphatic","aliphatic",-0.0303,-1.6111,1.94,0.17,-4,2,-0.1111
"C38H74O2","[M+Cl]-","aliphatic","aliphatic",0.027,-1.8421,1.95,0.05,0,2,0
"C37H74O5","[M-H]-","aliphatic","lipid",-0.0435,-1.7297,2,0.14,-4,1,-0.1081
"C34H65O7N1","[M-H]-","aliphatic","aliphatic+N",-0.0508,-1.4118,1.91,0.21,-5,3,-0.1471
"C36H69O3N1","[M+Cl]-","aliphatic","aliphatic+N",0.0149,-1.6667,1.92,0.08,-1,3,-0.0278
"C35H69O6N1","[M-H]-","aliphatic","aliphatic+N",-0.0645,-1.5429,1.97,0.17,-5,2,-0.1429
"C35H52O8","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1935,-1.0286,1.49,0.23,2,10,0.0571
"C32H56O10","[M-H]-","aliphatic","aliphatic",0,-1.125,1.75,0.31,-5,5,-0.1562
"C36H56O7","[M-H]-","aliphatic","aliphatic",0.1692,-1.1667,1.56,0.19,2,9,0.0556
"C34H60O6","[M+Cl]-","aliphatic","aliphatic",0.0645,-1.4118,1.76,0.18,-1,5,-0.0294
"C33H60O9","[M-H]-","aliphatic","aliphatic",-0.0175,-1.2727,1.82,0.27,-5,4,-0.1515
"C34H64O6S1","[M-H]-","aliphatic","aliphatic",-0.0333,-1.4706,1.88,0.18,-4,3,-0.1176
"C35H64O5","[M+Cl]-","aliphatic","aliphatic",0.0462,-1.5429,1.83,0.14,-1,4,-0.0286
"C34H64O8","[M-H]-","aliphatic","aliphatic",-0.0333,-1.4118,1.88,0.24,-5,3,-0.1471
"C38H64O5","[M-H]-","aliphatic","aliphatic",0.1268,-1.4211,1.68,0.13,2,7,0.0526
"C35H68O5S1","[M-H]-","aliphatic","aliphatic",-0.0476,-1.6,1.94,0.14,-4,2,-0.1143
"C36H68O4","[M+Cl]-","aliphatic","aliphatic",0.0294,-1.6667,1.89,0.11,-1,3,-0.0278
"C35H68O7","[M-H]-","aliphatic","aliphatic",-0.0476,-1.5429,1.94,0.2,-5,2,-0.1429
"C36H72O4S1","[M-H]-","aliphatic","lipid",-0.0606,-1.7222,2,0.11,-4,1,-0.1111
"C36H72O6","[M-H]-","aliphatic","lipid",-0.0606,-1.6667,2,0.17,-5,1,-0.1389
"C40H72O3","[M-H]-","aliphatic","aliphatic",0.0909,-1.65,1.8,0.07,2,5,0.05
"C38H76O2","[M+Cl]-","aliphatic","lipid",0,-1.8947,2,0.05,-1,1,-0.0263
"C35H67O4N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.6,1.91,0.11,-2,3,-0.0571
"C36H71O3N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0149,-1.7222,1.97,0.08,-2,2,-0.0556
"C37H75O2N1","[M+Cl]-","aliphatic","lipid",-0.0286,-1.8378,2.03,0.05,-2,1,-0.0541
"C30H50O12","[M-H]-","aliphatic","aliphatic",0,-0.8667,1.67,0.4,-6,6,-0.2
"C34H50O9","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.1864,-0.9412,1.47,0.26,1,10,0.0294
"C35H54O8","[M-H]-","aliphatic","aliphatic",0.1613,-1.0857,1.54,0.23,1,9,0.0286
"C39H54O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2877,-1.1282,1.38,0.13,8,13,0.2051
"C36H58O7","[M-H]-","aliphatic","aliphatic",0.1385,-1.2222,1.61,0.19,1,8,0.0278
"C34H62O6","[M+Cl]-","aliphatic","aliphatic",0.0323,-1.4706,1.82,0.18,-2,4,-0.0588
"C34H66O6S1","[M-H]-","aliphatic","aliphatic",-0.0667,-1.5294,1.94,0.18,-5,2,-0.1471
"C35H66O5","[M+Cl]-","aliphatic","aliphatic",0.0154,-1.6,1.89,0.14,-2,3,-0.0571
"C35H70O5S1","[M-H]-","aliphatic","lipid",-0.0794,-1.6571,2,0.14,-5,1,-0.1429
"C36H70O4","[M+Cl]-","aliphatic","aliphatic",0,-1.7222,1.94,0.11,-2,2,-0.0556
"C35H70O7","[M-H]-","aliphatic","lipid",-0.0794,-1.6,2,0.2,-6,1,-0.1714
"C36H74O4S1","[M-H]-","aliphatic","lipid",-0.0909,-1.7778,2.06,0.11,-5,0,-0.1389
"C40H74O3","[M-H]-","aliphatic","aliphatic",0.0649,-1.7,1.85,0.07,1,4,0.025
"C34H70O5N1P1","[M-H]-","aliphatic","lipid",-0.1186,-1.6765,2.06,0.15,-6,1,-0.1765
"C35H69O4N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0312,-1.6571,1.97,0.11,-3,2,-0.0857
"C36H73O3N1","[M+Cl]-","aliphatic","lipid",-0.0448,-1.7778,2.03,0.08,-3,1,-0.0833
"C34H52O9","[M-H]-","aliphatic","aliphatic",0.1525,-1,1.53,0.26,0,9,0
"C38H52O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2857,-1.0526,1.37,0.16,7,13,0.1842
"C35H56O8","[M-H]-","aliphatic","aliphatic",0.129,-1.1429,1.6,0.23,0,8,0
"C39H56O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2603,-1.1795,1.44,0.13,7,12,0.1795
"C32H60O10","[M-H]-","aliphatic","aliphatic",-0.0741,-1.25,1.88,0.31,-7,3,-0.2188
"C36H60O7","[M-H]-","aliphatic","aliphatic",0.1077,-1.2778,1.67,0.19,0,7,0
"C34H64O6","[M+Cl]-","aliphatic","aliphatic",0,-1.5294,1.88,0.18,-3,3,-0.0882
"C34H68O6S1","[M-H]-","aliphatic","lipid",-0.1,-1.5882,2,0.18,-6,1,-0.1765
"C35H68O5","[M+Cl]-","aliphatic","aliphatic",-0.0154,-1.6571,1.94,0.14,-3,2,-0.0857
"C35H72O5S1","[M-H]-","aliphatic","lipid",-0.1111,-1.7143,2.06,0.14,-6,0,-0.1714
"C36H72O4","[M+Cl]-","aliphatic","lipid",-0.0294,-1.7778,2,0.11,-3,1,-0.0833
"C39H72O4","[M-H]-","aliphatic","aliphatic",0.0541,-1.641,1.85,0.1,0,4,0
"C40H76O3","[M-H]-","aliphatic","aliphatic",0.039,-1.75,1.9,0.07,0,3,0
"C34H67O5N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0492,-1.5882,1.97,0.15,-4,2,-0.1176
"C35H71O4N1","[M+Cl]-","aliphatic","lipid",-0.0625,-1.7143,2.03,0.11,-4,1,-0.1143
"C35H54O6","[M+Cl]-","aliphatic","aliphatic",0.1875,-1.2,1.54,0.17,3,9,0.0857
"C34H54O9","[M-H]-","aliphatic","aliphatic",0.1186,-1.0588,1.59,0.26,-1,8,-0.0294
"C38H54O6","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2571,-1.1053,1.42,0.16,6,12,0.1579
"C35H58O8","[M-H]-","aliphatic","aliphatic",0.0968,-1.2,1.66,0.23,-1,7,-0.0286
"C39H58O5","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2329,-1.2308,1.49,0.13,6,11,0.1538
"C36H62O7","[M-H]-","aliphatic","aliphatic",0.0769,-1.3333,1.72,0.19,-1,6,-0.0278
"C33H66O7S1","[M-H]-","aliphatic","lipid",-0.1228,-1.5152,2,0.21,-7,1,-0.2121
"C34H66O6","[M+Cl]-","aliphatic","aliphatic",-0.0323,-1.5882,1.94,0.18,-4,2,-0.1176
"C34H70O6S1","[M-H]-","aliphatic","lipid",-0.1333,-1.6471,2.06,0.18,-7,0,-0.2059
"C35H70O5","[M+Cl]-","aliphatic","lipid",-0.0462,-1.7143,2,0.14,-4,1,-0.1143
"C38H70O5","[M-H]-","aliphatic","aliphatic",0.0423,-1.5789,1.84,0.13,-1,4,-0.0263
"C39H74O4","[M-H]-","aliphatic","aliphatic",0.027,-1.6923,1.9,0.1,-1,3,-0.0256
"C41H82O2","[M-H]-","aliphatic","lipid",0,-1.9024,2,0.05,-1,1,-0.0244
"C32H61O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0545,-1.375,1.91,0.22,-5,3,-0.1562
"C33H65O6N1","[M+Cl]-","aliphatic","aliphatic+N",-0.069,-1.5152,1.97,0.18,-5,2,-0.1515
"C34H69O5N1","[M+Cl]-","aliphatic","lipid",-0.082,-1.6471,2.03,0.15,-5,1,-0.1471
"C37H52O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2537,-1.027,1.41,0.19,5,12,0.1351
"C35H56O6","[M+Cl]-","aliphatic","aliphatic",0.1562,-1.2571,1.6,0.17,2,8,0.0571
"C34H56O9","[M-H]-","aliphatic","aliphatic",0.0847,-1.1176,1.65,0.26,-2,7,-0.0588
"C32H60O8","[M+Cl]-","aliphatic","aliphatic",-0.0357,-1.375,1.88,0.25,-5,3,-0.1562
"C35H60O8","[M-H]-","aliphatic","aliphatic",0.0645,-1.2571,1.71,0.23,-2,6,-0.0571
"C32H64O8S1","[M-H]-","aliphatic","lipid",-0.1481,-1.4375,2,0.25,-8,1,-0.25
"C33H64O7","[M+Cl]-","aliphatic","aliphatic",-0.0508,-1.5152,1.94,0.21,-5,2,-0.1515
"C36H64O7","[M-H]-","aliphatic","aliphatic",0.0462,-1.3889,1.78,0.19,-2,5,-0.0556
"C37H68O6","[M-H]-","aliphatic","aliphatic",0.0294,-1.5135,1.84,0.16,-2,4,-0.0541
"C38H72O5","[M-H]-","aliphatic","aliphatic",0.0141,-1.6316,1.89,0.13,-2,3,-0.0526
"C39H76O4","[M-H]-","aliphatic","aliphatic",0,-1.7436,1.95,0.1,-2,2,-0.0513
"C40H80O3","[M-H]-","aliphatic","lipid",-0.013,-1.85,2,0.07,-2,1,-0.05
"C32H63O7N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0909,-1.4375,1.97,0.22,-6,2,-0.1875
"C35H63O7N1","[M-H]-","aliphatic","aliphatic+N",0.0164,-1.3143,1.8,0.2,-3,5,-0.0857
"C36H67O6N1","[M-H]-","aliphatic","aliphatic+N",0,-1.4444,1.86,0.17,-3,4,-0.0833
"C37H71O5N1","[M-H]-","aliphatic","aliphatic+N",-0.0149,-1.5676,1.92,0.14,-3,3,-0.0811
"C38H75O4N1","[M-H]-","aliphatic","aliphatic+N",-0.0286,-1.6842,1.97,0.11,-3,2,-0.0789
"C37H54O7","[M-H]-","unsaturated/lignin","unsaturated/lignin",0.2239,-1.0811,1.46,0.19,4,11,0.1081
"C35H58O6","[M+Cl]-","aliphatic","aliphatic",0.125,-1.3143,1.66,0.17,1,7,0.0286
"C34H58O9","[M-H]-","aliphatic","aliphatic",0.0508,-1.1765,1.71,0.26,-3,6,-0.0882
"C32H62O8","[M+Cl]-","aliphatic","aliphatic",-0.0714,-1.4375,1.94,0.25,-6,2,-0.1875
"C35H62O8","[M-H]-","aliphatic","aliphatic",0.0323,-1.3143,1.77,0.23,-3,5,-0.0857
"C39H62O5","[M-H]-","aliphatic","aliphatic",0.1781,-1.3333,1.59,0.13,4,9,0.1026
"C36H66O7","[M-H]-","aliphatic","aliphatic",0.0154,-1.4444,1.83,0.19,-3,4,-0.0833
"C37H70O6","[M-H]-","aliphatic","aliphatic",0,-1.5676,1.89,0.16,-3,3,-0.0811
"C38H74O5","[M-H]-","aliphatic","aliphatic",-0.0141,-1.6842,1.95,0.13,-3,2,-0.0789
"C39H78O4","[M-H]-","aliphatic","lipid",-0.027,-1.7949,2,0.1,-3,1,-0.0769
"C32H65O7N1","[M+Cl]-","aliphatic","lipid",-0.1273,-1.5,2.03,0.22,-7,1,-0.2188
"C36H69O6N1","[M-H]-","aliphatic","aliphatic+N",-0.0312,-1.5,1.92,0.17,-4,3,-0.1111
"C37H73O5N1","[M-H]-","aliphatic","aliphatic+N",-0.0448,-1.6216,1.97,0.14,-4,2,-0.1081
"C34H56O7","[M+Cl]-","aliphatic","aliphatic",0.1148,-1.2353,1.65,0.21,0,7,0
"C37H56O7","[M-H]-","aliphatic","aliphatic",0.194,-1.1351,1.51,0.19,3,10,0.0811
"C35H60O6","[M+Cl]-","aliphatic","aliphatic",0.0938,-1.3714,1.71,0.17,0,6,0
"C38H60O6","[M-H]-","aliphatic","aliphatic",0.1714,-1.2632,1.58,0.16,3,9,0.0789
"C36H64O5","[M+Cl]-","aliphatic","aliphatic",0.0746,-1.5,1.78,0.14,0,5,0
"C35H64O8","[M-H]-","aliphatic","aliphatic",0,-1.3714,1.83,0.23,-4,4,-0.1143
"C39H64O5","[M-H]-","aliphatic","aliphatic",0.1507,-1.3846,1.64,0.13,3,8,0.0769
"C36H68O7","[M-H]-","aliphatic","aliphatic",-0.0154,-1.5,1.89,0.19,-4,3,-0.1111
"C37H72O6","[M-H]-","aliphatic","aliphatic",-0.0294,-1.6216,1.95,0.16,-4,2,-0.1081
"C38H76O5","[M-H]-","aliphatic","lipid",-0.0423,-1.7368,2,0.13,-4,1,-0.1053
"C32H55O10N1","[M-H]-","aliphatic","aliphatic+N",0,-1,1.72,0.31,-5,6,-0.1562
"C35H67O7N1","[M-H]-","aliphatic","aliphatic+N",-0.0492,-1.4286,1.91,0.2,-5,3,-0.1429
"C37H71O3N1","[M+Cl]-","aliphatic","aliphatic+N",0.0145,-1.6757,1.92,0.08,-1,3,-0.027
"C36H71O6N1","[M-H]-","aliphatic","aliphatic+N",-0.0625,-1.5556,1.97,0.17,-5,2,-0.1389
"C38H75O2N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.7895,1.97,0.05,-1,2,-0.0263
"C33H54O8","[M+Cl]-","aliphatic","aliphatic",0.1034,-1.1515,1.64,0.24,-1,7,-0.0303
"C36H54O8","[M-H]-","aliphatic","aliphatic",0.1875,-1.0556,1.5,0.22,2,10,0.0556
"C33H58O10","[M-H]-","aliphatic","aliphatic",0,-1.1515,1.76,0.3,-5,5,-0.1515
"C35H62O6","[M+Cl]-","aliphatic","aliphatic",0.0625,-1.4286,1.77,0.17,-1,5,-0.0286
"C34H62O9","[M-H]-","aliphatic","aliphatic",-0.0169,-1.2941,1.82,0.26,-5,4,-0.1471
"C38H62O6","[M-H]-","aliphatic","aliphatic",0.1429,-1.3158,1.63,0.16,2,8,0.0526
"C35H66O6S1","[M-H]-","aliphatic","aliphatic",-0.0323,-1.4857,1.89,0.17,-4,3,-0.1143
"C36H66O5","[M+Cl]-","aliphatic","aliphatic",0.0448,-1.5556,1.83,0.14,-1,4,-0.0278
"C35H66O8","[M-H]-","aliphatic","aliphatic",-0.0323,-1.4286,1.89,0.23,-5,3,-0.1429
"C39H66O5","[M-H]-","aliphatic","aliphatic",0.1233,-1.4359,1.69,0.13,2,7,0.0513
"C36H70O7","[M-H]-","aliphatic","aliphatic",-0.0462,-1.5556,1.94,0.19,-5,2,-0.1389
"C37H74O6","[M-H]-","aliphatic","lipid",-0.0588,-1.6757,2,0.16,-5,1,-0.1351
"C39H78O2","[M+Cl]-","aliphatic","lipid",0,-1.8974,2,0.05,-1,1,-0.0256
"C36H69O4N1","[M+Cl]-","aliphatic","aliphatic+N",0,-1.6111,1.92,0.11,-2,3,-0.0556
"C35H69O7N1","[M-H]-","aliphatic","aliphatic+N",-0.082,-1.4857,1.97,0.2,-6,2,-0.1714
"C37H73O3N1","[M+Cl]-","aliphatic","aliphatic+N",-0.0145,-1.7297,1.97,0.08,-2,2,-0.0541
"C38H77O2N1","[M+Cl]-","aliphatic","lipid",-0.0278,-1.8421,2.03,0.05,-2,1,-0.0526
