"","Temperature","Cadd","Date","Harvest.ID","Dry.Weight","TOC","TN","Fum.TOC","Fum.TN","MBC","MBN","NH4","TRS","NO3","PO4","Fum.PO4","MBP","TFPA","BG","NAG","PHOS","LAP","CBH","BG.AP","BG..NAG.LAP.","VectorLength","VectorAngle","Sample","Average","Caddmg","CperSoil"
"28","6","0.2","10/1/2019",28,0.442,278.362017,40.53104478,1028.413415,169.1161129,750.0513979,128.5850681,1.339884871,0.087935298,28.2211108,0,4.150343534,4.150343534,21.34078165,130.4,49.63,289.43,226.5,16.67330562,0.31,0.32,0.45,45.92,NA,NA,NA,NA
"29","6","2","10/1/2019",29,0.436,288.5934874,21.23308601,1049.289779,113.3174126,760.6962913,92.08432656,1.387446744,0.096348904,0,0.131431137,1.465576732,1.334145595,50.24295063,140.67,48.7,317.46,246.82,16.04645666,0.31,0.32,0.45,46.41,NA,NA,NA,NA
"30","6","2","10/1/2019",30,0.444,281.3502854,21.36007042,1238.592993,154.5412724,957.2427078,133.181202,2.079152252,0.059846576,0,0.071989557,2.693640224,2.621650667,61.05639595,170.81,52.19,369.6,342.75,20.16298848,0.32,0.3,0.44,43.69,NA,NA,NA,NA
"31","6","2","10/1/2019",31,0.472,251.2042117,18.29640659,1049.912942,125.855579,798.7087302,107.5591724,1.019511837,0.057628967,0,0.058503798,1.794240646,1.735736848,48.8874403,128.92,42.1,265.93,247.38,11.12339285,0.33,0.31,0.45,43.34,NA,NA,NA,NA
"32","6","2","10/1/2019",32,0.494,255.7245442,26.51992579,877.7333191,93.26508939,622.0087748,66.74516359,2.117601309,0.052279703,0,0.017673504,0.662533824,0.64486032,49.23655528,97.53,31.75,146.06,147.72,5.857419509,0.4,0.35,0.53,41.33,NA,NA,NA,NA
"33","-10","0","10/4/2019",33,0.52,225.7409098,43.40177916,943.8042371,134.114444,718.0633272,90.71266486,7.087712386,0.044277932,19.27811773,0.376028555,1.934467913,1.558439358,59.94886812,70.77,30.85,167.44,127.23,5.06047846,0.3,0.31,0.43,46.15,NA,NA,NA,NA
"34","-10","0","10/4/2019",34,0.474,226.3739205,43.50143073,1217.230837,144.6711048,990.856917,101.169674,7.487097521,0.067217126,16.51085259,0.33648406,1.984755718,1.648271658,65.59133958,101.36,43.23,206.03,156.54,9.763052354,0.33,0.34,0.47,45.59,NA,NA,NA,NA
"35","-10","0","10/4/2019",35,0.482,233.5992379,42.30614513,1148.987106,134.3563064,915.3878682,92.0501613,8.431426881,0.033880633,16.69273324,0.009478896,0.942742134,0.933263238,67.05221084,106.3,40.02,260.68,208.61,8.88817505,0.29,0.3,0.42,45.96,NA,NA,NA,NA
"36","-10","0","10/4/2019",36,0.5,233.6725024,33.90847962,933.4160657,115.0474752,699.7435633,81.13899563,6.432632318,0.040650817,16.73029081,0,0.753485657,0.753485657,55.71098939,84.45,29.28,166.23,123.98,6.665222687,0.34,0.36,0.49,46.52,NA,NA,NA,NA
"37","-10","0.4","10/4/2019",37,0.448,468.5943199,40.26310917,1371.004398,136.1183575,902.410078,95.85524833,5.407388488,0.344531394,16.67841911,0.122939845,1.66420675,1.541266905,61.6054369,77.48,29.56,160.34,109.98,6.55109401,0.33,0.36,0.48,47.62,NA,NA,NA,NA
"38","-10","0.4","10/4/2019",38,0.514,416.6710281,35.04850032,1051.009925,124.2043123,634.3388966,89.155812,5.281562772,0.281992472,13.20596271,0,1.37641543,1.37641543,53.32308358,115.03,40.46,246.44,172.85,10.42471882,0.32,0.35,0.47,47.75,NA,NA,NA,NA
"39","-10","0.4","10/4/2019",39,0.52,497.3266902,46.99357592,1118.36809,128.8973839,621.0413999,81.90380793,5.043619179,0.278433859,18.21491249,0.156445327,1.872715286,1.716269959,87.56555974,95.94,41.55,205.37,205.37,10.21306318,0.32,0.28,0.42,41.31,NA,NA,NA,NA
"40","-10","0.4","10/4/2019",40,0.432,671.3003224,69.38313429,1307.249003,136.589681,635.9486805,67.20654668,9.785823668,0.431843587,21.19791996,0.61126425,1.548869817,0.937605567,138.6199813,98.96,29.86,185.08,185.08,10.61142589,0.35,0.32,0.47,42.14,NA,NA,NA,NA
"41","-10","0.2","10/4/2019",41,0.48,319.4668174,42.46240119,907.8878886,128.247203,588.4210712,85.78480178,7.248405246,0.172110439,16.92159747,0.188146313,1.017463382,0.829317069,54.00985161,95.41,40.19,172.07,172.07,13.98781668,0.36,0.31,0.47,41,NA,NA,NA,NA
"42","-10","0.2","10/4/2019",42,0.502,345.8188586,50.09775803,1106.1357,126.258704,760.316841,76.16094597,7.306629874,0.151316178,20.07665385,0.199929666,1.602936217,1.403006551,78.29290123,59.67,27.82,99.8,99.8,8.371148412,0.37,0.32,0.49,40.41,NA,NA,NA,NA
"43","-10","0.2","10/4/2019",43,0.466,378.8217769,54.97967421,983.1601,141.7239457,604.3383231,86.74427153,7.626656547,0.112194185,20.48073138,0.063820346,1.898173865,1.834353519,64.14647979,82.14,33.92,191.37,191.37,5.3891747,0.3,0.27,0.4,41.66,NA,NA,NA,NA
"44","-10","0.2","10/4/2019",44,0.464,332.3472859,44.2499177,838.4688987,118.4060669,506.1216129,74.15614922,8.554365581,0.107332914,16.35214099,0,1.509478732,1.509478732,88.19353891,85.64,30.8,170.33,170.33,9.735183018,0.33,0.3,0.45,41.75,NA,NA,NA,NA
"45","-10","2","10/4/2019",45,0.502,1633.196465,37.56137241,2615.42122,132.8733938,982.2247551,95.31202134,7.49651522,2.019790296,14.8646461,0.015455773,1.8035188,1.788063027,79.5912751,56.45,27.05,128.95,128.95,6.776872269,0.3,0.27,0.4,41.11,NA,NA,NA,NA
"46","-10","2","10/4/2019",46,0.45,1575.860687,42.75390959,2718.114026,160.1312376,1142.25334,117.377328,7.065336434,1.3740069,16.01138387,0,1.400379925,1.400379925,55.61501866,73.44,30.38,182.48,182.48,5.732367585,0.29,0.26,0.38,41.79,NA,NA,NA,NA
"47","-10","2","10/4/2019",47,0.454,2049.021355,52.09077554,3001.771155,137.8027516,952.7498001,85.71197602,6.773007969,1.918538673,10.83612372,0.034061054,2.163867341,2.129806286,68.27135522,79.35,39.34,191.92,191.92,10.54006439,0.29,0.26,0.39,41.13,NA,NA,NA,NA
"48","-10","2","10/4/2019",48,0.48,1536.405722,42.3443435,2946.863578,146.3511634,1410.457856,104.0068199,6.53810307,2.081234998,15.91462013,0,2.780067189,2.780067189,86.4424258,65,27.95,140.83,140.83,16.66245186,0.32,0.28,0.42,41.36,NA,NA,NA,NA
"49","-6","0","10/4/2019",49,0.48,292.2721434,51.15144749,937.452497,136.3313614,645.1803536,85.1799139,8.893315549,0.035323104,18.01613806,0,1.103919939,1.103919939,74.67485463,83.29,39.44,228.81,228.81,4.461489465,0.27,0.24,0.36,41.6,NA,NA,NA,NA
"50","-6","0","10/4/2019",50,0.478,249.5384291,46.75889105,1047.390613,127.80105,797.8521844,81.04215891,9.659812472,0.022447173,21.88041788,0,1.482132158,1.482132158,60.59850845,74.91,31.94,185.7,185.7,10.23768245,0.29,0.26,0.38,41.7,NA,NA,NA,NA
"51","-6","0","10/4/2019",51,0.464,310.0923272,59.90319977,989.2829009,143.3312974,679.1905737,83.4280976,15.75554688,0.037993456,16.64738798,0.041481772,2.183216327,2.141734555,88.78908206,83.44,28.79,225.76,225.76,7.386461455,0.27,0.25,0.37,42.45,NA,NA,NA,NA
"52","-6","0","10/4/2019",52,0.52,260.0422972,41.90880339,726.0826208,107.2987548,466.0403236,65.38995137,7.578751536,0.019882566,12.25695102,0.011243889,0.931200032,0.919956142,40.74869205,72.15,25.62,250.66,250.66,8.394861998,0.22,0.21,0.3,42.81,NA,NA,NA,NA
"53","-6","0.4","10/4/2019",53,0.512,381.4358086,39.00553235,1308.094993,145.0050541,926.6591839,105.9995218,7.383189735,0.192589709,13.62964769,0.085238131,3.338262084,3.253023953,73.41393337,80.49,28.73,371.13,371.13,11.93643703,0.18,0.17,0.24,43.23,NA,NA,NA,NA
"54","-6","0.4","10/4/2019",54,0.522,403.507523,53.06648813,1142.375618,117.9663122,738.8680947,64.89982403,7.922221949,0.108618573,20.51568367,0.112355336,1.132836316,1.02048098,101.1450783,61.55,43.66,401.01,401.01,9.461357203,0.13,0.12,0.18,42.42,NA,NA,NA,NA
"55","-6","0.4","10/4/2019",55,0.446,599.0635173,59.45528539,1396.201589,153.7928813,797.1380719,94.33759589,9.427824498,0.128891294,16.61701685,0.189057885,2.452931452,2.263873567,128.6475397,78.24,29.85,161.75,161.75,7.337140555,0.33,0.29,0.44,41.65,NA,NA,NA,NA
"56","-6","0.4","10/4/2019",56,0.46,433.0885115,39.83274416,1116.759443,124.4109191,683.6709318,84.57817491,11.40166164,0.194646452,14.67222346,0.099918848,1.373595441,1.273676593,126.1460897,79.2,41.3,190.25,190.25,8.151353326,0.29,0.25,0.39,40.93,NA,NA,NA,NA
"57","-6","0.2","10/4/2019",57,0.504,265.6184219,41.04818367,1109.077567,134.6732697,843.4591447,93.62508601,9.933686829,0.05256884,14.50966512,0.289440456,1.274233219,0.984792762,91.1535173,67.01,25.1,175.3,175.3,8.976597853,0.28,0.25,0.37,42.18,NA,NA,NA,NA
"58","-6","0.2","10/4/2019",58,0.466,243.6983409,35.09567872,997.3227764,109.2719847,753.6244356,74.17630594,7.279210439,0.049877936,17.08988181,0,1.490374342,1.490374342,92.97006401,66.93,33.57,166.72,166.72,5.598115309,0.29,0.25,0.38,41.17,NA,NA,NA,NA
"59","-6","0.2","10/4/2019",59,0.484,334.189897,51.90871888,1189.836352,132.2857176,855.6464554,80.37699874,7.813116469,0.064586043,15.25099738,0.149481615,1.285333068,1.135851453,98.03885472,82.93,32.14,215.33,215.33,8.189142909,0.28,0.25,0.37,42.07,NA,NA,NA,NA
"60","-6","0.2","10/4/2019",60,0.5,273.8284233,38.18832769,1049.96919,128.334604,776.1407668,90.14627627,6.063123482,0.046821298,16.39526622,0.091261619,1.984869433,1.893607814,94.48906723,86.88,32.91,205.32,205.32,8.181766075,0.3,0.27,0.4,41.95,NA,NA,NA,NA
"61","-6","2","10/4/2019",61,0.516,1703.283211,50.9383438,2375.724031,114.3126099,672.4408203,63.37426614,7.193935264,1.383102918,8.557603049,0.245503812,1.93935503,1.693851218,72.85805133,84.04,30.23,248.7,248.7,2.172274943,0.25,0.23,0.34,42.51,NA,NA,NA,NA
"62","-6","2","10/4/2019",62,0.518,1493.573605,41.7165781,2557.988548,108.9049522,1064.414942,67.18837412,8.665826426,1.477579395,9.166102169,0.135165805,2.477630979,2.342465174,78.09696512,83.46,38.93,329.76,329.76,7.085153342,0.2,0.18,0.27,42.42,NA,NA,NA,NA
"63","-6","2","10/4/2019",63,0.482,1815.50004,47.50076036,1978.11812,111.1199973,162.6180798,63.61923697,7.004824491,1.768251117,13.09704005,0.177744663,1.60272052,1.424975857,84.83824614,80.74,31.39,183.52,183.52,4.447915463,0.31,0.27,0.41,41.79,NA,NA,NA,NA
"64","-6","2","10/4/2019",64,0.478,1501.746018,38.06590592,2532.177022,122.4252266,1030.431004,84.35932069,5.065664078,2.105692385,13.12825073,0.079935564,1.877359184,1.79742362,103.7743164,106.31,42.76,225.89,225.89,7.505973218,0.32,0.28,0.43,41.54,NA,NA,NA,NA
"65","-2","0","10/4/2019",65,0.424,274.3556616,45.8446936,928.3918521,162.804122,654.0361905,116.9594284,5.923420395,0.054492688,25.28379777,0,1.607062584,1.607062584,83.01562024,98.66,49.53,254.44,254.44,3.683366509,0.28,0.25,0.37,41.25,NA,NA,NA,NA
"66","-2","0","10/4/2019",66,0.486,203.3744979,34.08886772,1086.31892,135.400569,882.9444225,101.3117013,4.802941518,0.031648244,15.33390848,0,1.701238491,1.701238491,55.12563751,57.9,25.69,144.71,144.71,0.066898275,0.29,0.25,0.38,41.59,NA,NA,NA,NA
"67","-2","0","10/4/2019",67,0.482,223.8158617,40.62553433,985.3725257,134.4696543,761.556664,93.84411996,6.831151156,0.040977352,16.58377284,0.39328501,2.187044306,1.793759296,63.90929697,77.56,31.1,137.1,137.1,1.368772694,0.36,0.32,0.48,41.14,NA,NA,NA,NA
"68","-2","0","10/4/2019",68,0.466,233.0822265,40.26478607,1254.327208,162.3003703,1021.244981,122.0355843,6.828817336,0.030445988,19.91558978,0.514051643,2.287345189,1.773293547,65.10973582,88.7,30.21,177.87,177.87,4.25337512,0.33,0.3,0.45,41.93,NA,NA,NA,NA
"69","-2","0.4","10/4/2019",69,0.498,364.3910928,42.46142253,1181.406013,124.8495008,817.0149205,82.38807825,3.443905559,0.074455371,11.37764906,0.152122322,2.8422586,2.690136278,108.2763246,65.21,30.23,162.99,162.99,5.768697417,0.29,0.25,0.38,41.45,NA,NA,NA,NA
"70","-2","0.4","10/4/2019",70,0.498,337.6013649,46.0001107,1067.273001,137.7572903,729.6716357,91.75717965,5.036163169,0.068844906,19.36934341,0.053429194,1.867731072,1.814301878,96.69533505,95.32,41.3,199.79,199.79,3.964040597,0.32,0.28,0.43,41.26,NA,NA,NA,NA
"71","-2","0.4","10/4/2019",71,0.51,234.4591635,30.55304444,761.2648721,94.40380606,526.8057086,63.85076162,3.577166789,0.067078406,11.41356691,0,0.774487256,0.774487256,51.02669594,71.08,32.33,164.08,164.08,4.849430612,0.3,0.27,0.4,41.32,NA,NA,NA,NA
"72","-2","0.4","10/4/2019",72,0.5,339.4906672,37.95118571,1176.895526,136.1761881,837.4048585,98.22500241,3.762632986,0.057372617,16.31151007,0,2.337524333,2.337524333,90.78284386,110.41,45.2,259.61,259.61,8.864969189,0.3,0.27,0.4,41.71,NA,NA,NA,NA
"73","-2","0.2","10/4/2019",73,0.52,174.2460805,24.27437951,1015.375639,135.2621973,841.1295586,110.9878178,5.900082813,0.030585796,9.548786722,0.104173532,1.59674964,1.492576108,48.96794551,48.46,27.26,169.91,169.91,3.203362241,0.22,0.2,0.3,41.64,NA,NA,NA,NA
"74","-2","0.2","10/4/2019",74,0.462,273.6166008,43.03006638,1103.070965,146.9708673,829.4543639,103.9408009,4.944544322,0.042229858,15.49333016,0,2.453141731,2.453141731,80.00622959,110.39,34.92,261.31,261.31,4.258906288,0.3,0.27,0.4,42.43,NA,NA,NA,NA
"75","-2","0.2","10/4/2019",75,0.506,177.3335753,28.82180186,851.19622,118.1818462,673.8626448,89.3600443,5.431716644,0.061531559,17.69195918,0.238057017,0.178014876,-0.060042142,78.02394995,64.58,34.94,135.12,135.12,3.359917366,0.32,0.28,0.42,40.4,NA,NA,NA,NA
"76","-2","0.2","10/4/2019",76,0.468,275.1862315,43.24540865,1071.887842,157.2180871,796.7016109,113.9726784,4.465984354,0.050313796,21.28587367,0.116846711,0.277926264,0.161079553,83.83641052,80.61,32.89,175.88,175.88,7.839540199,0.31,0.28,0.42,41.55,NA,NA,NA,NA
"77","-2","2","10/4/2019",77,0.44,1114.585965,34.43833935,1938.947305,114.3084203,824.3613399,79.87008099,2.331236514,1.64448103,6.927533403,0.120003627,0.331333427,0.2113298,107.6780109,101.21,43.88,221.4,221.4,6.503747641,0.31,0.28,0.42,41.36,NA,NA,NA,NA
"78","-2","2","10/4/2019",78,0.468,1250.262339,39.70204581,1806.264594,89.39643184,556.0022555,49.69438603,2.352216255,1.6503569,4.95020318,0.208666047,0.206692246,-0.001973802,112.9689644,79.62,26.33,202.75,202.75,2.033169439,0.28,0.26,0.38,42.45,NA,NA,NA,NA
"79","-2","2","10/4/2019",79,0.452,1008.022864,33.03587019,1955.025718,113.537003,947.0028542,80.50113279,2.61097457,1.895864528,5.373903695,0.092729429,0.329139266,0.236409837,145.1830721,70.25,29.87,151.71,151.71,6.771563453,0.32,0.28,0.42,41.39,NA,NA,NA,NA
"80","-2","2","10/4/2019",80,0.476,1228.379708,33.65295394,1933.920212,123.7884554,705.5405037,90.13550142,2.203162269,2.115305692,4.72742357,0.114716765,0.185073005,0.07035624,100.9896868,70.21,28.24,167.98,167.98,3.022430196,0.29,0.26,0.4,41.8,NA,NA,NA,NA
"81","Pre","Pre","6/26/2019",81,0.36,411.004736,57.89941836,1124.200652,170.7125907,713.1959162,112.8131723,9.359992918,0.026843393,21.17380834,0.311692214,0,-0.311692214,34.42373582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Pre","Pre","6/26/2019",82,0.4,386.5464713,55.38985614,1005.549334,151.3634958,619.0028628,95.97363962,9.616314674,0.047507108,21.69284266,0.422095552,0.013920325,-0.408175227,52.15505521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Pre","Pre","6/26/2019",83,0.35,430.9757228,64.3662934,1164.733774,182.8448401,733.7580515,118.4785467,11.216843,0.088251038,11.26130528,0.465168027,1.839144405,1.373976377,74.93293058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Pre","Pre","6/26/2019",84,0.37,364.8432613,52.58490379,1293.789601,197.4135637,928.9463393,144.82866,9.605448985,0.055484328,9.924271296,0.084736401,1.9736346,1.888898199,76.55508937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
